Removed Node,Largest SCC Size,Percentage of Total
1690,6,0.09049773755656108
1691,6,0.09049773755656108
1692,6,0.09049773755656108
1693,6,0.09049773755656108
1694,6,0.09049773755656108
1695,6,0.09049773755656108
1696,6,0.09049773755656108
1697,6,0.09049773755656108
1698,6,0.09049773755656108
1699,6,0.09049773755656108
1700,6,0.09049773755656108
1701,6,0.09049773755656108
1702,6,0.09049773755656108
1703,6,0.09049773755656108
1704,6,0.09049773755656108
1705,6,0.09049773755656108
1706,6,0.09049773755656108
1707,6,0.09049773755656108
1708,6,0.09049773755656108
1709,6,0.09049773755656108
1710,6,0.09049773755656108
1711,6,0.09049773755656108
1712,6,0.09049773755656108
1713,6,0.09049773755656108
1714,6,0.09049773755656108
1715,6,0.09049773755656108
1716,6,0.09049773755656108
1717,6,0.09049773755656108
1718,6,0.09049773755656108
1719,6,0.09049773755656108
1720,6,0.09049773755656108
1721,6,0.09049773755656108
1722,6,0.09049773755656108
1723,6,0.09049773755656108
1724,6,0.09049773755656108
1725,6,0.09049773755656108
1726,6,0.09049773755656108
1727,6,0.09049773755656108
1728,6,0.09049773755656108
1729,6,0.09049773755656108
1730,6,0.09049773755656108
1731,6,0.09049773755656108
1732,6,0.09049773755656108
1733,6,0.09049773755656108
1734,6,0.09049773755656108
1735,6,0.09049773755656108
1736,6,0.09049773755656108
1737,6,0.09049773755656108
1738,6,0.09049773755656108
1739,6,0.09049773755656108
1740,6,0.09049773755656108
1741,6,0.09049773755656108
1742,6,0.09049773755656108
1743,6,0.09049773755656108
1744,6,0.09049773755656108
1745,6,0.09049773755656108
1746,6,0.09049773755656108
1747,6,0.09049773755656108
1748,6,0.09049773755656108
1749,6,0.09049773755656108
1750,6,0.09049773755656108
1751,6,0.09049773755656108
1752,6,0.09049773755656108
1753,6,0.09049773755656108
1754,6,0.09049773755656108
1755,6,0.09049773755656108
1756,6,0.09049773755656108
1757,6,0.09049773755656108
1758,6,0.09049773755656108
1759,6,0.09049773755656108
1760,6,0.09049773755656108
1761,6,0.09049773755656108
1762,6,0.09049773755656108
1763,6,0.09049773755656108
1764,6,0.09049773755656108
1765,6,0.09049773755656108
1766,6,0.09049773755656108
1767,6,0.09049773755656108
1768,6,0.09049773755656108
1769,6,0.09049773755656108
1770,6,0.09049773755656108
1771,6,0.09049773755656108
1772,6,0.09049773755656108
1773,6,0.09049773755656108
1774,6,0.09049773755656108
1775,6,0.09049773755656108
1776,6,0.09049773755656108
1777,6,0.09049773755656108
1778,6,0.09049773755656108
1779,6,0.09049773755656108
1780,6,0.09049773755656108
1781,6,0.09049773755656108
1782,6,0.09049773755656108
1783,6,0.09049773755656108
1784,6,0.09049773755656108
1785,6,0.09049773755656108
1786,6,0.09049773755656108
1787,6,0.09049773755656108
1788,6,0.09049773755656108
1789,6,0.09049773755656108
1790,6,0.09049773755656108
1791,6,0.09049773755656108
1792,6,0.09049773755656108
1793,6,0.09049773755656108
1794,6,0.09049773755656108
1795,6,0.09049773755656108
1796,6,0.09049773755656108
1797,6,0.09049773755656108
1798,6,0.09049773755656108
1799,6,0.09049773755656108
1800,6,0.09049773755656108
1801,6,0.09049773755656108
1802,6,0.09049773755656108
1803,6,0.09049773755656108
1804,6,0.09049773755656108
1805,6,0.09049773755656108
1806,6,0.09049773755656108
1807,6,0.09049773755656108
1808,6,0.09049773755656108
1809,6,0.09049773755656108
1810,6,0.09049773755656108
1811,6,0.09049773755656108
1812,6,0.09049773755656108
1813,6,0.09049773755656108
1814,6,0.09049773755656108
1815,6,0.09049773755656108
1816,6,0.09049773755656108
1817,6,0.09049773755656108
1818,6,0.09049773755656108
1819,6,0.09049773755656108
1820,6,0.09049773755656108
1821,6,0.09049773755656108
1822,6,0.09049773755656108
1823,6,0.09049773755656108
1824,6,0.09049773755656108
1825,6,0.09049773755656108
1826,6,0.09049773755656108
1827,6,0.09049773755656108
1828,6,0.09049773755656108
1829,6,0.09049773755656108
1830,6,0.09049773755656108
1831,6,0.09049773755656108
1832,6,0.09049773755656108
1833,6,0.09049773755656108
1834,6,0.09049773755656108
1835,6,0.09049773755656108
1836,6,0.09049773755656108
1837,6,0.09049773755656108
1838,6,0.09049773755656108
1839,6,0.09049773755656108
1840,6,0.09049773755656108
1841,6,0.09049773755656108
1842,6,0.09049773755656108
1843,6,0.09049773755656108
1844,6,0.09049773755656108
1845,6,0.09049773755656108
1846,6,0.09049773755656108
1847,6,0.09049773755656108
1848,6,0.09049773755656108
1849,6,0.09049773755656108
1850,6,0.09049773755656108
1851,6,0.09049773755656108
1852,6,0.09049773755656108
1853,6,0.09049773755656108
1854,6,0.09049773755656108
1855,6,0.09049773755656108
1856,6,0.09049773755656108
1857,6,0.09049773755656108
1858,6,0.09049773755656108
1859,6,0.09049773755656108
1860,6,0.09049773755656108
1861,6,0.09049773755656108
1862,6,0.09049773755656108
1863,6,0.09049773755656108
1864,6,0.09049773755656108
1865,6,0.09049773755656108
1866,6,0.09049773755656108
1867,6,0.09049773755656108
1868,6,0.09049773755656108
1869,6,0.09049773755656108
1870,6,0.09049773755656108
1871,6,0.09049773755656108
1872,6,0.09049773755656108
1873,6,0.09049773755656108
1874,6,0.09049773755656108
1875,6,0.09049773755656108
1876,6,0.09049773755656108
1877,6,0.09049773755656108
1878,6,0.09049773755656108
1879,6,0.09049773755656108
1880,6,0.09049773755656108
1881,6,0.09049773755656108
1882,6,0.09049773755656108
1883,6,0.09049773755656108
1884,6,0.09049773755656108
1885,6,0.09049773755656108
1886,6,0.09049773755656108
1887,6,0.09049773755656108
1888,6,0.09049773755656108
1889,6,0.09049773755656108
1890,6,0.09049773755656108
1891,6,0.09049773755656108
1892,6,0.09049773755656108
1893,6,0.09049773755656108
1894,6,0.09049773755656108
1895,6,0.09049773755656108
1896,6,0.09049773755656108
1897,6,0.09049773755656108
1898,6,0.09049773755656108
1899,6,0.09049773755656108
1900,6,0.09049773755656108
1901,6,0.09049773755656108
1902,6,0.09049773755656108
1903,6,0.09049773755656108
1904,6,0.09049773755656108
1905,6,0.09049773755656108
1906,6,0.09049773755656108
1907,6,0.09049773755656108
1908,6,0.09049773755656108
1909,6,0.09049773755656108
1910,6,0.09049773755656108
1911,6,0.09049773755656108
1912,6,0.09049773755656108
1913,6,0.09049773755656108
1914,6,0.09049773755656108
1915,6,0.09049773755656108
1916,6,0.09049773755656108
1917,6,0.09049773755656108
1918,6,0.09049773755656108
1919,6,0.09049773755656108
1920,6,0.09049773755656108
1921,6,0.09049773755656108
1922,6,0.09049773755656108
1923,6,0.09049773755656108
1924,6,0.09049773755656108
1925,6,0.09049773755656108
1926,6,0.09049773755656108
1927,6,0.09049773755656108
1928,6,0.09049773755656108
1929,6,0.09049773755656108
1930,6,0.09049773755656108
1931,6,0.09049773755656108
1932,6,0.09049773755656108
1933,6,0.09049773755656108
1934,6,0.09049773755656108
1935,6,0.09049773755656108
1936,6,0.09049773755656108
1937,6,0.09049773755656108
1938,6,0.09049773755656108
1939,6,0.09049773755656108
1940,6,0.09049773755656108
1941,6,0.09049773755656108
1942,6,0.09049773755656108
1943,6,0.09049773755656108
1944,6,0.09049773755656108
1945,6,0.09049773755656108
1946,6,0.09049773755656108
1947,6,0.09049773755656108
1948,6,0.09049773755656108
1949,6,0.09049773755656108
1950,6,0.09049773755656108
1951,6,0.09049773755656108
1952,6,0.09049773755656108
1953,6,0.09049773755656108
1954,6,0.09049773755656108
1955,6,0.09049773755656108
1956,6,0.09049773755656108
1957,6,0.09049773755656108
1958,6,0.09049773755656108
1959,6,0.09049773755656108
1960,6,0.09049773755656108
1961,6,0.09049773755656108
1962,6,0.09049773755656108
1963,6,0.09049773755656108
1964,6,0.09049773755656108
1965,6,0.09049773755656108
1966,6,0.09049773755656108
1967,6,0.09049773755656108
1968,6,0.09049773755656108
1969,6,0.09049773755656108
1970,6,0.09049773755656108
1971,5,0.07541478129713425
1972,4,0.06033182503770739
1973,4,0.06033182503770739
1974,4,0.06033182503770739
1975,4,0.06033182503770739
1976,4,0.06033182503770739
1977,4,0.06033182503770739
1978,4,0.06033182503770739
1979,4,0.06033182503770739
1980,4,0.06033182503770739
1981,4,0.06033182503770739
1982,4,0.06033182503770739
1983,4,0.06033182503770739
1984,4,0.06033182503770739
1985,4,0.06033182503770739
1986,4,0.06033182503770739
1987,4,0.06033182503770739
1988,4,0.06033182503770739
1989,4,0.06033182503770739
1990,4,0.06033182503770739
1991,4,0.06033182503770739
1992,4,0.06033182503770739
1993,4,0.06033182503770739
1994,4,0.06033182503770739
1995,4,0.06033182503770739
1996,4,0.06033182503770739
1997,4,0.06033182503770739
1998,4,0.06033182503770739
1999,4,0.06033182503770739
2000,4,0.06033182503770739
2001,4,0.06033182503770739
2002,4,0.06033182503770739
2003,4,0.06033182503770739
2004,4,0.06033182503770739
2005,4,0.06033182503770739
2006,4,0.06033182503770739
2007,4,0.06033182503770739
2008,4,0.06033182503770739
2009,4,0.06033182503770739
2010,4,0.06033182503770739
2011,4,0.06033182503770739
2012,4,0.06033182503770739
2013,4,0.06033182503770739
2014,4,0.06033182503770739
2015,4,0.06033182503770739
2016,4,0.06033182503770739
2017,4,0.06033182503770739
2018,4,0.06033182503770739
2019,4,0.06033182503770739
2020,4,0.06033182503770739
2021,4,0.06033182503770739
2022,4,0.06033182503770739
2023,4,0.06033182503770739
2024,4,0.06033182503770739
2025,4,0.06033182503770739
2026,4,0.06033182503770739
2027,4,0.06033182503770739
2028,4,0.06033182503770739
2029,4,0.06033182503770739
2030,4,0.06033182503770739
2031,4,0.06033182503770739
2032,4,0.06033182503770739
2033,4,0.06033182503770739
2034,4,0.06033182503770739
2035,4,0.06033182503770739
2036,4,0.06033182503770739
2037,4,0.06033182503770739
2038,4,0.06033182503770739
2039,4,0.06033182503770739
2040,4,0.06033182503770739
2041,4,0.06033182503770739
2042,4,0.06033182503770739
2043,4,0.06033182503770739
2044,4,0.06033182503770739
2045,4,0.06033182503770739
2046,4,0.06033182503770739
2047,4,0.06033182503770739
2048,4,0.06033182503770739
2049,4,0.06033182503770739
2050,4,0.06033182503770739
2051,4,0.06033182503770739
2052,4,0.06033182503770739
2053,4,0.06033182503770739
2054,4,0.06033182503770739
2055,4,0.06033182503770739
2056,4,0.06033182503770739
2057,4,0.06033182503770739
2058,4,0.06033182503770739
2059,4,0.06033182503770739
2060,4,0.06033182503770739
2061,4,0.06033182503770739
2062,4,0.06033182503770739
2063,4,0.06033182503770739
2064,4,0.06033182503770739
2065,4,0.06033182503770739
2066,4,0.06033182503770739
2067,4,0.06033182503770739
2068,4,0.06033182503770739
2069,4,0.06033182503770739
2070,4,0.06033182503770739
2071,4,0.06033182503770739
2072,4,0.06033182503770739
2073,4,0.06033182503770739
2074,4,0.06033182503770739
2075,4,0.06033182503770739
2076,4,0.06033182503770739
2077,4,0.06033182503770739
2078,4,0.06033182503770739
2079,4,0.06033182503770739
2080,4,0.06033182503770739
2081,4,0.06033182503770739
2082,4,0.06033182503770739
2083,4,0.06033182503770739
2084,4,0.06033182503770739
2085,4,0.06033182503770739
2086,4,0.06033182503770739
2087,4,0.06033182503770739
2088,4,0.06033182503770739
2089,4,0.06033182503770739
2090,4,0.06033182503770739
2091,4,0.06033182503770739
2092,4,0.06033182503770739
2093,4,0.06033182503770739
2094,4,0.06033182503770739
2095,4,0.06033182503770739
2096,4,0.06033182503770739
2097,4,0.06033182503770739
2098,4,0.06033182503770739
2099,4,0.06033182503770739
2100,4,0.06033182503770739
2101,3,0.04524886877828054
2102,3,0.04524886877828054
2103,3,0.04524886877828054
2104,3,0.04524886877828054
2105,3,0.04524886877828054
2106,3,0.04524886877828054
2107,3,0.04524886877828054
2108,3,0.04524886877828054
2109,3,0.04524886877828054
2110,3,0.04524886877828054
2111,2,0.030165912518853696
2112,2,0.030165912518853696
2113,2,0.030165912518853696
2114,2,0.030165912518853696
2115,2,0.030165912518853696
2116,2,0.030165912518853696
2117,2,0.030165912518853696
2118,2,0.030165912518853696
2119,2,0.030165912518853696
2120,2,0.030165912518853696
2121,2,0.030165912518853696
2122,2,0.030165912518853696
2123,2,0.030165912518853696
2124,2,0.030165912518853696
2125,2,0.030165912518853696
2126,2,0.030165912518853696
2127,2,0.030165912518853696
2128,2,0.030165912518853696
2129,2,0.030165912518853696
2130,2,0.030165912518853696
2131,2,0.030165912518853696
2132,2,0.030165912518853696
2133,2,0.030165912518853696
2134,2,0.030165912518853696
2135,2,0.030165912518853696
2136,2,0.030165912518853696
2137,2,0.030165912518853696
2138,2,0.030165912518853696
2139,2,0.030165912518853696
2140,2,0.030165912518853696
2141,2,0.030165912518853696
2142,2,0.030165912518853696
2143,2,0.030165912518853696
2144,2,0.030165912518853696
2145,2,0.030165912518853696
2146,2,0.030165912518853696
2147,2,0.030165912518853696
2148,2,0.030165912518853696
2149,2,0.030165912518853696
2150,2,0.030165912518853696
2151,2,0.030165912518853696
2152,2,0.030165912518853696
2153,2,0.030165912518853696
2154,2,0.030165912518853696
2155,2,0.030165912518853696
2156,2,0.030165912518853696
2157,2,0.030165912518853696
2158,2,0.030165912518853696
2159,2,0.030165912518853696
2160,2,0.030165912518853696
2161,2,0.030165912518853696
2162,2,0.030165912518853696
2163,2,0.030165912518853696
2164,2,0.030165912518853696
2165,2,0.030165912518853696
2166,2,0.030165912518853696
2167,2,0.030165912518853696
2168,2,0.030165912518853696
2169,2,0.030165912518853696
2170,2,0.030165912518853696
2171,2,0.030165912518853696
2172,2,0.030165912518853696
2173,2,0.030165912518853696
2174,2,0.030165912518853696
2175,2,0.030165912518853696
2176,2,0.030165912518853696
2177,2,0.030165912518853696
2178,2,0.030165912518853696
2179,2,0.030165912518853696
2180,2,0.030165912518853696
2181,2,0.030165912518853696
2182,2,0.030165912518853696
2183,2,0.030165912518853696
2184,2,0.030165912518853696
2185,2,0.030165912518853696
2186,2,0.030165912518853696
2187,2,0.030165912518853696
2188,2,0.030165912518853696
2189,2,0.030165912518853696
2190,2,0.030165912518853696
2191,2,0.030165912518853696
2192,2,0.030165912518853696
2193,2,0.030165912518853696
2194,2,0.030165912518853696
2195,2,0.030165912518853696
2196,2,0.030165912518853696
2197,2,0.030165912518853696
2198,2,0.030165912518853696
2199,2,0.030165912518853696
2200,2,0.030165912518853696
2201,2,0.030165912518853696
2202,2,0.030165912518853696
2203,2,0.030165912518853696
2204,2,0.030165912518853696
2205,2,0.030165912518853696
2206,2,0.030165912518853696
2207,2,0.030165912518853696
2208,2,0.030165912518853696
2209,2,0.030165912518853696
2210,2,0.030165912518853696
2211,2,0.030165912518853696
2212,2,0.030165912518853696
2213,2,0.030165912518853696
2214,2,0.030165912518853696
2215,2,0.030165912518853696
2216,2,0.030165912518853696
2217,2,0.030165912518853696
2218,2,0.030165912518853696
2219,2,0.030165912518853696
2220,2,0.030165912518853696
2221,2,0.030165912518853696
2222,2,0.030165912518853696
2223,2,0.030165912518853696
2224,2,0.030165912518853696
2225,2,0.030165912518853696
2226,2,0.030165912518853696
2227,2,0.030165912518853696
2228,2,0.030165912518853696
2229,2,0.030165912518853696
2230,2,0.030165912518853696
2231,2,0.030165912518853696
2232,2,0.030165912518853696
2233,2,0.030165912518853696
2234,2,0.030165912518853696
2235,2,0.030165912518853696
2236,2,0.030165912518853696
2237,2,0.030165912518853696
2238,2,0.030165912518853696
2239,2,0.030165912518853696
2240,2,0.030165912518853696
2241,2,0.030165912518853696
2242,2,0.030165912518853696
2243,2,0.030165912518853696
2244,2,0.030165912518853696
2245,2,0.030165912518853696
2246,2,0.030165912518853696
2247,2,0.030165912518853696
2248,2,0.030165912518853696
2249,2,0.030165912518853696
2250,2,0.030165912518853696
2251,2,0.030165912518853696
2252,2,0.030165912518853696
2253,2,0.030165912518853696
2254,2,0.030165912518853696
2255,2,0.030165912518853696
2256,2,0.030165912518853696
2257,2,0.030165912518853696
2258,2,0.030165912518853696
2259,2,0.030165912518853696
2260,2,0.030165912518853696
2261,2,0.030165912518853696
2262,2,0.030165912518853696
2263,2,0.030165912518853696
2264,2,0.030165912518853696
2265,2,0.030165912518853696
2266,2,0.030165912518853696
2267,2,0.030165912518853696
2268,2,0.030165912518853696
2269,2,0.030165912518853696
2270,2,0.030165912518853696
2271,2,0.030165912518853696
2272,2,0.030165912518853696
2273,2,0.030165912518853696
2274,2,0.030165912518853696
2275,2,0.030165912518853696
2276,2,0.030165912518853696
2277,2,0.030165912518853696
2278,2,0.030165912518853696
2279,2,0.030165912518853696
2280,2,0.030165912518853696
2281,2,0.030165912518853696
2282,2,0.030165912518853696
2283,2,0.030165912518853696
2284,2,0.030165912518853696
2285,2,0.030165912518853696
2286,2,0.030165912518853696
2287,2,0.030165912518853696
2288,2,0.030165912518853696
2289,2,0.030165912518853696
2290,2,0.030165912518853696
2291,2,0.030165912518853696
2292,2,0.030165912518853696
2293,2,0.030165912518853696
2294,2,0.030165912518853696
2295,2,0.030165912518853696
2296,2,0.030165912518853696
2297,2,0.030165912518853696
2298,2,0.030165912518853696
2299,2,0.030165912518853696
2300,2,0.030165912518853696
2301,2,0.030165912518853696
2302,2,0.030165912518853696
2303,2,0.030165912518853696
2304,2,0.030165912518853696
2305,2,0.030165912518853696
2306,2,0.030165912518853696
2307,2,0.030165912518853696
2308,2,0.030165912518853696
2309,2,0.030165912518853696
2310,2,0.030165912518853696
2311,2,0.030165912518853696
2312,2,0.030165912518853696
2313,2,0.030165912518853696
2314,2,0.030165912518853696
2315,2,0.030165912518853696
2316,2,0.030165912518853696
2317,2,0.030165912518853696
2318,2,0.030165912518853696
2319,2,0.030165912518853696
2320,2,0.030165912518853696
2321,2,0.030165912518853696
2322,2,0.030165912518853696
2323,2,0.030165912518853696
2324,2,0.030165912518853696
2325,2,0.030165912518853696
2326,2,0.030165912518853696
2327,2,0.030165912518853696
2328,2,0.030165912518853696
2329,2,0.030165912518853696
2330,2,0.030165912518853696
2331,2,0.030165912518853696
2332,2,0.030165912518853696
2333,2,0.030165912518853696
2334,2,0.030165912518853696
2335,2,0.030165912518853696
2336,2,0.030165912518853696
2337,2,0.030165912518853696
2338,2,0.030165912518853696
2339,2,0.030165912518853696
2340,2,0.030165912518853696
2341,2,0.030165912518853696
2342,2,0.030165912518853696
2343,2,0.030165912518853696
2344,2,0.030165912518853696
2345,2,0.030165912518853696
2346,2,0.030165912518853696
2347,2,0.030165912518853696
2348,2,0.030165912518853696
2349,2,0.030165912518853696
2350,2,0.030165912518853696
2351,2,0.030165912518853696
2352,2,0.030165912518853696
2353,2,0.030165912518853696
2354,2,0.030165912518853696
2355,2,0.030165912518853696
2356,2,0.030165912518853696
2357,2,0.030165912518853696
2358,2,0.030165912518853696
2359,2,0.030165912518853696
2360,2,0.030165912518853696
2361,2,0.030165912518853696
2362,2,0.030165912518853696
2363,2,0.030165912518853696
2364,2,0.030165912518853696
2365,2,0.030165912518853696
2366,2,0.030165912518853696
2367,2,0.030165912518853696
2368,2,0.030165912518853696
2369,2,0.030165912518853696
2370,2,0.030165912518853696
2371,2,0.030165912518853696
2372,2,0.030165912518853696
2373,2,0.030165912518853696
2374,2,0.030165912518853696
2375,2,0.030165912518853696
2376,2,0.030165912518853696
2377,2,0.030165912518853696
2378,2,0.030165912518853696
2379,2,0.030165912518853696
2380,2,0.030165912518853696
2381,2,0.030165912518853696
2382,2,0.030165912518853696
2383,2,0.030165912518853696
2384,2,0.030165912518853696
2385,2,0.030165912518853696
2386,2,0.030165912518853696
2387,2,0.030165912518853696
2388,2,0.030165912518853696
2389,2,0.030165912518853696
2390,2,0.030165912518853696
2391,2,0.030165912518853696
2392,2,0.030165912518853696
2393,2,0.030165912518853696
2394,2,0.030165912518853696
2395,2,0.030165912518853696
2396,2,0.030165912518853696
2397,2,0.030165912518853696
2398,2,0.030165912518853696
2399,2,0.030165912518853696
2400,2,0.030165912518853696
2401,2,0.030165912518853696
2402,2,0.030165912518853696
2403,2,0.030165912518853696
2404,2,0.030165912518853696
2405,2,0.030165912518853696
2406,2,0.030165912518853696
2407,2,0.030165912518853696
2408,2,0.030165912518853696
2409,2,0.030165912518853696
2410,2,0.030165912518853696
2411,2,0.030165912518853696
2412,2,0.030165912518853696
2413,2,0.030165912518853696
2414,2,0.030165912518853696
2415,2,0.030165912518853696
2416,2,0.030165912518853696
2417,2,0.030165912518853696
2418,2,0.030165912518853696
2419,2,0.030165912518853696
2420,2,0.030165912518853696
2421,2,0.030165912518853696
2422,2,0.030165912518853696
2423,2,0.030165912518853696
2424,2,0.030165912518853696
2425,2,0.030165912518853696
2426,2,0.030165912518853696
2427,2,0.030165912518853696
2428,2,0.030165912518853696
2429,2,0.030165912518853696
2430,2,0.030165912518853696
2431,2,0.030165912518853696
2432,2,0.030165912518853696
2433,2,0.030165912518853696
2434,2,0.030165912518853696
2435,2,0.030165912518853696
2436,2,0.030165912518853696
2437,2,0.030165912518853696
2438,2,0.030165912518853696
2439,2,0.030165912518853696
2440,2,0.030165912518853696
2441,2,0.030165912518853696
2442,2,0.030165912518853696
2443,2,0.030165912518853696
2444,2,0.030165912518853696
2445,2,0.030165912518853696
2446,2,0.030165912518853696
2447,2,0.030165912518853696
2448,2,0.030165912518853696
2449,2,0.030165912518853696
2450,2,0.030165912518853696
2451,2,0.030165912518853696
2452,2,0.030165912518853696
2453,2,0.030165912518853696
2454,2,0.030165912518853696
2455,2,0.030165912518853696
2456,2,0.030165912518853696
2457,2,0.030165912518853696
2458,2,0.030165912518853696
2459,2,0.030165912518853696
2460,2,0.030165912518853696
2461,2,0.030165912518853696
2462,2,0.030165912518853696
2463,2,0.030165912518853696
2464,2,0.030165912518853696
2465,2,0.030165912518853696
2466,2,0.030165912518853696
2467,2,0.030165912518853696
2468,2,0.030165912518853696
2469,2,0.030165912518853696
2470,2,0.030165912518853696
2471,2,0.030165912518853696
2472,2,0.030165912518853696
2473,2,0.030165912518853696
2474,2,0.030165912518853696
2475,2,0.030165912518853696
2476,2,0.030165912518853696
2477,2,0.030165912518853696
2478,2,0.030165912518853696
2479,2,0.030165912518853696
2480,2,0.030165912518853696
2481,2,0.030165912518853696
2482,2,0.030165912518853696
2483,2,0.030165912518853696
2484,2,0.030165912518853696
2485,2,0.030165912518853696
2486,2,0.030165912518853696
2487,2,0.030165912518853696
2488,2,0.030165912518853696
2489,2,0.030165912518853696
2490,2,0.030165912518853696
2491,2,0.030165912518853696
2492,2,0.030165912518853696
2493,2,0.030165912518853696
2494,2,0.030165912518853696
2495,2,0.030165912518853696
2496,2,0.030165912518853696
2497,2,0.030165912518853696
2498,2,0.030165912518853696
2499,2,0.030165912518853696
2500,2,0.030165912518853696
2501,2,0.030165912518853696
2502,2,0.030165912518853696
2503,2,0.030165912518853696
2504,2,0.030165912518853696
2505,2,0.030165912518853696
2506,2,0.030165912518853696
2507,2,0.030165912518853696
2508,2,0.030165912518853696
2509,2,0.030165912518853696
2510,2,0.030165912518853696
2511,2,0.030165912518853696
2512,2,0.030165912518853696
2513,2,0.030165912518853696
2514,2,0.030165912518853696
2515,2,0.030165912518853696
2516,2,0.030165912518853696
2517,2,0.030165912518853696
2518,2,0.030165912518853696
2519,2,0.030165912518853696
2520,2,0.030165912518853696
2521,2,0.030165912518853696
2522,2,0.030165912518853696
2523,2,0.030165912518853696
2524,2,0.030165912518853696
2525,2,0.030165912518853696
2526,2,0.030165912518853696
2527,2,0.030165912518853696
2528,2,0.030165912518853696
2529,2,0.030165912518853696
2530,2,0.030165912518853696
2531,2,0.030165912518853696
2532,2,0.030165912518853696
2533,2,0.030165912518853696
2534,2,0.030165912518853696
2535,2,0.030165912518853696
2536,2,0.030165912518853696
2537,2,0.030165912518853696
2538,2,0.030165912518853696
2539,2,0.030165912518853696
2540,2,0.030165912518853696
2541,2,0.030165912518853696
2542,2,0.030165912518853696
2543,2,0.030165912518853696
2544,2,0.030165912518853696
2545,2,0.030165912518853696
2546,2,0.030165912518853696
2547,2,0.030165912518853696
2548,2,0.030165912518853696
2549,2,0.030165912518853696
2550,2,0.030165912518853696
2551,2,0.030165912518853696
2552,2,0.030165912518853696
2553,2,0.030165912518853696
2554,2,0.030165912518853696
2555,2,0.030165912518853696
2556,2,0.030165912518853696
2557,2,0.030165912518853696
2558,2,0.030165912518853696
2559,2,0.030165912518853696
2560,2,0.030165912518853696
2561,2,0.030165912518853696
2562,2,0.030165912518853696
2563,2,0.030165912518853696
2564,2,0.030165912518853696
2565,2,0.030165912518853696
2566,2,0.030165912518853696
2567,2,0.030165912518853696
2568,2,0.030165912518853696
2569,2,0.030165912518853696
2570,2,0.030165912518853696
2571,2,0.030165912518853696
2572,2,0.030165912518853696
2573,2,0.030165912518853696
2574,2,0.030165912518853696
2575,2,0.030165912518853696
2576,2,0.030165912518853696
2577,2,0.030165912518853696
2578,2,0.030165912518853696
2579,2,0.030165912518853696
2580,2,0.030165912518853696
2581,2,0.030165912518853696
2582,2,0.030165912518853696
2583,2,0.030165912518853696
2584,2,0.030165912518853696
2585,2,0.030165912518853696
2586,2,0.030165912518853696
2587,2,0.030165912518853696
2588,2,0.030165912518853696
2589,2,0.030165912518853696
2590,2,0.030165912518853696
2591,2,0.030165912518853696
2592,2,0.030165912518853696
2593,2,0.030165912518853696
2594,2,0.030165912518853696
2595,2,0.030165912518853696
2596,2,0.030165912518853696
2597,2,0.030165912518853696
2598,2,0.030165912518853696
2599,2,0.030165912518853696
2600,2,0.030165912518853696
2601,2,0.030165912518853696
2602,2,0.030165912518853696
2603,2,0.030165912518853696
2604,2,0.030165912518853696
2605,2,0.030165912518853696
2606,2,0.030165912518853696
2607,2,0.030165912518853696
2608,2,0.030165912518853696
2609,2,0.030165912518853696
2610,2,0.030165912518853696
2611,2,0.030165912518853696
2612,2,0.030165912518853696
2613,2,0.030165912518853696
2614,2,0.030165912518853696
2615,2,0.030165912518853696
2616,2,0.030165912518853696
2617,2,0.030165912518853696
2618,2,0.030165912518853696
2619,2,0.030165912518853696
2620,2,0.030165912518853696
2621,2,0.030165912518853696
2622,2,0.030165912518853696
2623,2,0.030165912518853696
2624,2,0.030165912518853696
2625,2,0.030165912518853696
2626,2,0.030165912518853696
2627,2,0.030165912518853696
2628,2,0.030165912518853696
2629,2,0.030165912518853696
2630,2,0.030165912518853696
2631,2,0.030165912518853696
2632,2,0.030165912518853696
2633,2,0.030165912518853696
2634,2,0.030165912518853696
2635,2,0.030165912518853696
2636,2,0.030165912518853696
2637,2,0.030165912518853696
2638,2,0.030165912518853696
2639,2,0.030165912518853696
2640,2,0.030165912518853696
2641,2,0.030165912518853696
2642,2,0.030165912518853696
2643,2,0.030165912518853696
2644,2,0.030165912518853696
2645,2,0.030165912518853696
2646,2,0.030165912518853696
2647,2,0.030165912518853696
2648,2,0.030165912518853696
2649,2,0.030165912518853696
2650,2,0.030165912518853696
2651,2,0.030165912518853696
2652,2,0.030165912518853696
2653,2,0.030165912518853696
2654,2,0.030165912518853696
2655,2,0.030165912518853696
2656,2,0.030165912518853696
2657,2,0.030165912518853696
2658,2,0.030165912518853696
2659,2,0.030165912518853696
2660,2,0.030165912518853696
2661,2,0.030165912518853696
2662,2,0.030165912518853696
2663,2,0.030165912518853696
2664,2,0.030165912518853696
2665,2,0.030165912518853696
2666,2,0.030165912518853696
2667,2,0.030165912518853696
2668,2,0.030165912518853696
2669,2,0.030165912518853696
2670,2,0.030165912518853696
2671,2,0.030165912518853696
2672,2,0.030165912518853696
2673,2,0.030165912518853696
2674,2,0.030165912518853696
2675,2,0.030165912518853696
2676,2,0.030165912518853696
2677,2,0.030165912518853696
2678,2,0.030165912518853696
2679,2,0.030165912518853696
2680,2,0.030165912518853696
2681,2,0.030165912518853696
2682,2,0.030165912518853696
2683,2,0.030165912518853696
2684,2,0.030165912518853696
2685,2,0.030165912518853696
2686,2,0.030165912518853696
2687,2,0.030165912518853696
